GeoFips,GeoName,LineCode,Description,Income
17161,"Rock Island, IL",1,Personal income (thousands of dollars),5893826
17161,"Rock Island, IL",2,Population (persons) 1/,146133
17161,"Rock Island, IL",3,Per capita personal income (dollars) 2/,40332
17163,"St. Clair, IL",1,Personal income (thousands of dollars),10749702
17163,"St. Clair, IL",2,Population (persons) 1/,264052
17163,"St. Clair, IL",3,Per capita personal income (dollars) 2/,40711
17165,"Saline, IL",1,Personal income (thousands of dollars),899261
17165,"Saline, IL",2,Population (persons) 1/,24548
17165,"Saline, IL",3,Per capita personal income (dollars) 2/,36633
17167,"Sangamon, IL",1,Personal income (thousands of dollars),8705536
17167,"Sangamon, IL",2,Population (persons) 1/,198712
17167,"Sangamon, IL",3,Per capita personal income (dollars) 2/,43810
17169,"Schuyler, IL",1,Personal income (thousands of dollars),306386
17169,"Schuyler, IL",2,Population (persons) 1/,7032
17169,"Schuyler, IL",3,Per capita personal income (dollars) 2/,43570
17171,"Scott, IL",1,Personal income (thousands of dollars),172372
17171,"Scott, IL",2,Population (persons) 1/,5092
17171,"Scott, IL",3,Per capita personal income (dollars) 2/,33852
17173,"Shelby, IL",1,Personal income (thousands of dollars),767440
17173,"Shelby, IL",2,Population (persons) 1/,21775
17173,"Shelby, IL",3,Per capita personal income (dollars) 2/,35244
17175,"Stark, IL",1,Personal income (thousands of dollars),203649
17175,"Stark, IL",2,Population (persons) 1/,5788
17175,"Stark, IL",3,Per capita personal income (dollars) 2/,35185
17177,"Stephenson, IL",1,Personal income (thousands of dollars),1773526
17177,"Stephenson, IL",2,Population (persons) 1/,45749
17177,"Stephenson, IL",3,Per capita personal income (dollars) 2/,38766
17179,"Tazewell, IL",1,Personal income (thousands of dollars),5758500
17179,"Tazewell, IL",2,Population (persons) 1/,134800
17179,"Tazewell, IL",3,Per capita personal income (dollars) 2/,42719
17181,"Union, IL",1,Personal income (thousands of dollars),619346
17181,"Union, IL",2,Population (persons) 1/,17408
17181,"Union, IL",3,Per capita personal income (dollars) 2/,35578
17183,"Vermilion, IL",1,Personal income (thousands of dollars),2824827
17183,"Vermilion, IL",2,Population (persons) 1/,79282
17183,"Vermilion, IL",3,Per capita personal income (dollars) 2/,35630
17185,"Wabash, IL",1,Personal income (thousands of dollars),472031
17185,"Wabash, IL",2,Population (persons) 1/,11542
17185,"Wabash, IL",3,Per capita personal income (dollars) 2/,40897
17187,"Warren, IL",1,Personal income (thousands of dollars),599910
17187,"Warren, IL",2,Population (persons) 1/,17527
17187,"Warren, IL",3,Per capita personal income (dollars) 2/,34228
17189,"Washington, IL",1,Personal income (thousands of dollars),682225
17189,"Washington, IL",2,Population (persons) 1/,14270
17189,"Washington, IL",3,Per capita personal income (dollars) 2/,47808
17191,"Wayne, IL",1,Personal income (thousands of dollars),615598
17191,"Wayne, IL",2,Population (persons) 1/,16423
17191,"Wayne, IL",3,Per capita personal income (dollars) 2/,37484
17193,"White, IL",1,Personal income (thousands of dollars),616265
17193,"White, IL",2,Population (persons) 1/,14327
17193,"White, IL",3,Per capita personal income (dollars) 2/,43014
17195,"Whiteside, IL",1,Personal income (thousands of dollars),2253641
17195,"Whiteside, IL",2,Population (persons) 1/,57079
17195,"Whiteside, IL",3,Per capita personal income (dollars) 2/,39483
17197,"Will, IL",1,Personal income (thousands of dollars),32179950
17197,"Will, IL",2,Population (persons) 1/,687263
17197,"Will, IL",3,Per capita personal income (dollars) 2/,46823
17199,"Williamson, IL",1,Personal income (thousands of dollars),2722831
17199,"Williamson, IL",2,Population (persons) 1/,67466
17199,"Williamson, IL",3,Per capita personal income (dollars) 2/,40359
17201,"Winnebago, IL",1,Personal income (thousands of dollars),11298474
17201,"Winnebago, IL",2,Population (persons) 1/,287078
17201,"Winnebago, IL",3,Per capita personal income (dollars) 2/,39357
17203,"Woodford, IL",1,Personal income (thousands of dollars),1848017
17203,"Woodford, IL",2,Population (persons) 1/,39227
17203,"Woodford, IL",3,Per capita personal income (dollars) 2/,47111
18001,"Adams, IN",1,Personal income (thousands of dollars),1220265
18001,"Adams, IN",2,Population (persons) 1/,34980
18001,"Adams, IN",3,Per capita personal income (dollars) 2/,34885
18003,"Allen, IN",1,Personal income (thousands of dollars),15301020
18003,"Allen, IN",2,Population (persons) 1/,368450
18003,"Allen, IN",3,Per capita personal income (dollars) 2/,41528
18005,"Bartholomew, IN",1,Personal income (thousands of dollars),3698921
18005,"Bartholomew, IN",2,Population (persons) 1/,81162
18005,"Bartholomew, IN",3,Per capita personal income (dollars) 2/,45575
18007,"Benton, IN",1,Personal income (thousands of dollars),307327
18007,"Benton, IN",2,Population (persons) 1/,8681
18007,"Benton, IN",3,Per capita personal income (dollars) 2/,35402
18009,"Blackford, IN",1,Personal income (thousands of dollars),435930
18009,"Blackford, IN",2,Population (persons) 1/,12298
18009,"Blackford, IN",3,Per capita personal income (dollars) 2/,35447
18011,"Boone, IN",1,Personal income (thousands of dollars),3965512
18011,"Boone, IN",2,Population (persons) 1/,63344
18011,"Boone, IN",3,Per capita personal income (dollars) 2/,62603
18013,"Brown, IN",1,Personal income (thousands of dollars),620141
18013,"Brown, IN",2,Population (persons) 1/,14977
18013,"Brown, IN",3,Per capita personal income (dollars) 2/,41406
18015,"Carroll, IN",1,Personal income (thousands of dollars),768328
18015,"Carroll, IN",2,Population (persons) 1/,19856
18015,"Carroll, IN",3,Per capita personal income (dollars) 2/,38695
18017,"Cass, IN",1,Personal income (thousands of dollars),1326059
18017,"Cass, IN",2,Population (persons) 1/,37979
18017,"Cass, IN",3,Per capita personal income (dollars) 2/,34916
18019,"Clark, IN",1,Personal income (thousands of dollars),4699286
18019,"Clark, IN",2,Population (persons) 1/,115371
18019,"Clark, IN",3,Per capita personal income (dollars) 2/,40732
18021,"Clay, IN",1,Personal income (thousands of dollars),909056
18021,"Clay, IN",2,Population (persons) 1/,26503
18021,"Clay, IN",3,Per capita personal income (dollars) 2/,34300
18023,"Clinton, IN",1,Personal income (thousands of dollars),1130712
18023,"Clinton, IN",2,Population (persons) 1/,32609
18023,"Clinton, IN",3,Per capita personal income (dollars) 2/,34675
18025,"Crawford, IN",1,Personal income (thousands of dollars),338466
18025,"Crawford, IN",2,Population (persons) 1/,10483
18025,"Crawford, IN",3,Per capita personal income (dollars) 2/,32287
18027,"Daviess, IN",1,Personal income (thousands of dollars),1255909
18027,"Daviess, IN",2,Population (persons) 1/,32906
18027,"Daviess, IN",3,Per capita personal income (dollars) 2/,38167
18029,"Dearborn, IN",1,Personal income (thousands of dollars),2074772
18029,"Dearborn, IN",2,Population (persons) 1/,49455
18029,"Dearborn, IN",3,Per capita personal income (dollars) 2/,41953
18031,"Decatur, IN",1,Personal income (thousands of dollars),1010320
18031,"Decatur, IN",2,Population (persons) 1/,26521
18031,"Decatur, IN",3,Per capita personal income (dollars) 2/,38095
18033,"DeKalb, IN",1,Personal income (thousands of dollars),1616027
18033,"DeKalb, IN",2,Population (persons) 1/,42589
18033,"DeKalb, IN",3,Per capita personal income (dollars) 2/,37945
18035,"Delaware, IN",1,Personal income (thousands of dollars),3843923
18035,"Delaware, IN",2,Population (persons) 1/,116852
18035,"Delaware, IN",3,Per capita personal income (dollars) 2/,32896
18037,"Dubois, IN",1,Personal income (thousands of dollars),2163106
18037,"Dubois, IN",2,Population (persons) 1/,42461
18037,"Dubois, IN",3,Per capita personal income (dollars) 2/,50943
18039,"Elkhart, IN",1,Personal income (thousands of dollars),8114853
18039,"Elkhart, IN",2,Population (persons) 1/,203474
18039,"Elkhart, IN",3,Per capita personal income (dollars) 2/,39882
18041,"Fayette, IN",1,Personal income (thousands of dollars),830814
18041,"Fayette, IN",2,Population (persons) 1/,23434
18041,"Fayette, IN",3,Per capita personal income (dollars) 2/,35453
18043,"Floyd, IN",1,Personal income (thousands of dollars),3747954
18043,"Floyd, IN",2,Population (persons) 1/,76778
18043,"Floyd, IN",3,Per capita personal income (dollars) 2/,48815
18045,"Fountain, IN",1,Personal income (thousands of dollars),578318
18045,"Fountain, IN",2,Population (persons) 1/,16591
18045,"Fountain, IN",3,Per capita personal income (dollars) 2/,34857
18047,"Franklin, IN",1,Personal income (thousands of dollars),954872
18047,"Franklin, IN",2,Population (persons) 1/,22872
18047,"Franklin, IN",3,Per capita personal income (dollars) 2/,41749
18049,"Fulton, IN",1,Personal income (thousands of dollars),761076
18049,"Fulton, IN",2,Population (persons) 1/,20315
18049,"Fulton, IN",3,Per capita personal income (dollars) 2/,37464
18051,"Gibson, IN",1,Personal income (thousands of dollars),1356795
18051,"Gibson, IN",2,Population (persons) 1/,33775
18051,"Gibson, IN",3,Per capita personal income (dollars) 2/,40172
18053,"Grant, IN",1,Personal income (thousands of dollars),2495838
18053,"Grant, IN",2,Population (persons) 1/,67979
18053,"Grant, IN",3,Per capita personal income (dollars) 2/,36715
18055,"Greene, IN",1,Personal income (thousands of dollars),1161579
18055,"Greene, IN",2,Population (persons) 1/,32441
18055,"Greene, IN",3,Per capita personal income (dollars) 2/,35806
18057,"Hamilton, IN",1,Personal income (thousands of dollars),20023043
18057,"Hamilton, IN",2,Population (persons) 1/,309697
18057,"Hamilton, IN",3,Per capita personal income (dollars) 2/,64654
18059,"Hancock, IN",1,Personal income (thousands of dollars),3186583
18059,"Hancock, IN",2,Population (persons) 1/,72520
18059,"Hancock, IN",3,Per capita personal income (dollars) 2/,43941
18061,"Harrison, IN",1,Personal income (thousands of dollars),1510548
18061,"Harrison, IN",2,Population (persons) 1/,39578
18061,"Harrison, IN",3,Per capita personal income (dollars) 2/,38166
18063,"Hendricks, IN",1,Personal income (thousands of dollars),6856806
18063,"Hendricks, IN",2,Population (persons) 1/,158192
18063,"Hendricks, IN",3,Per capita personal income (dollars) 2/,43345
18065,"Henry, IN",1,Personal income (thousands of dollars),1645346
18065,"Henry, IN",2,Population (persons) 1/,48985
18065,"Henry, IN",3,Per capita personal income (dollars) 2/,33589
18067,"Howard, IN",1,Personal income (thousands of dollars),3084001
18067,"Howard, IN",2,Population (persons) 1/,82556
18067,"Howard, IN",3,Per capita personal income (dollars) 2/,37356
18069,"Huntington, IN",1,Personal income (thousands of dollars),1363548
18069,"Huntington, IN",2,Population (persons) 1/,36630
18069,"Huntington, IN",3,Per capita personal income (dollars) 2/,37225
18071,"Jackson, IN",1,Personal income (thousands of dollars),1747116
18071,"Jackson, IN",2,Population (persons) 1/,44069
18071,"Jackson, IN",3,Per capita personal income (dollars) 2/,39645
18073,"Jasper, IN",1,Personal income (thousands of dollars),1394933
18073,"Jasper, IN",2,Population (persons) 1/,33470
18073,"Jasper, IN",3,Per capita personal income (dollars) 2/,41677
18075,"Jay, IN",1,Personal income (thousands of dollars),837697
18075,"Jay, IN",2,Population (persons) 1/,21121
18075,"Jay, IN",3,Per capita personal income (dollars) 2/,39662
18077,"Jefferson, IN",1,Personal income (thousands of dollars),1249185
18077,"Jefferson, IN",2,Population (persons) 1/,32416
18077,"Jefferson, IN",3,Per capita personal income (dollars) 2/,38536
18079,"Jennings, IN",1,Personal income (thousands of dollars),968869
18079,"Jennings, IN",2,Population (persons) 1/,27897
18079,"Jennings, IN",3,Per capita personal income (dollars) 2/,34730
18081,"Johnson, IN",1,Personal income (thousands of dollars),6458297
18081,"Johnson, IN",2,Population (persons) 1/,149633
18081,"Johnson, IN",3,Per capita personal income (dollars) 2/,43161
18083,"Knox, IN",1,Personal income (thousands of dollars),1563863
18083,"Knox, IN",2,Population (persons) 1/,37927
18083,"Knox, IN",3,Per capita personal income (dollars) 2/,41234
18085,"Kosciusko, IN",1,Personal income (thousands of dollars),3527183
18085,"Kosciusko, IN",2,Population (persons) 1/,78620
18085,"Kosciusko, IN",3,Per capita personal income (dollars) 2/,44864
18087,"Lagrange, IN",1,Personal income (thousands of dollars),1325339
18087,"Lagrange, IN",2,Population (persons) 1/,38809
18087,"Lagrange, IN",3,Per capita personal income (dollars) 2/,34150
18089,"Lake, IN",1,Personal income (thousands of dollars),19463868
18089,"Lake, IN",2,Population (persons) 1/,487865
18089,"Lake, IN",3,Per capita personal income (dollars) 2/,39896
18091,"LaPorte, IN",1,Personal income (thousands of dollars),4194402
18091,"LaPorte, IN",2,Population (persons) 1/,110884
18091,"LaPorte, IN",3,Per capita personal income (dollars) 2/,37827
18093,"Lawrence, IN",1,Personal income (thousands of dollars),1640478
18093,"Lawrence, IN",2,Population (persons) 1/,45495
18093,"Lawrence, IN",3,Per capita personal income (dollars) 2/,36058
18095,"Madison, IN",1,Personal income (thousands of dollars),4582890
18095,"Madison, IN",2,Population (persons) 1/,129723
18095,"Madison, IN",3,Per capita personal income (dollars) 2/,35328
18097,"Marion, IN",1,Personal income (thousands of dollars),44610603
18097,"Marion, IN",2,Population (persons) 1/,939020
18097,"Marion, IN",3,Per capita personal income (dollars) 2/,47508
18099,"Marshall, IN",1,Personal income (thousands of dollars),1731729
18099,"Marshall, IN",2,Population (persons) 1/,46857
18099,"Marshall, IN",3,Per capita personal income (dollars) 2/,36958
18101,"Martin, IN",1,Personal income (thousands of dollars),396645
18101,"Martin, IN",2,Population (persons) 1/,10226
18101,"Martin, IN",3,Per capita personal income (dollars) 2/,38788
18103,"Miami, IN",1,Personal income (thousands of dollars),1115207
18103,"Miami, IN",2,Population (persons) 1/,35862
18103,"Miami, IN",3,Per capita personal income (dollars) 2/,31097
18105,"Monroe, IN",1,Personal income (thousands of dollars),5113157
18105,"Monroe, IN",2,Population (persons) 1/,144705
18105,"Monroe, IN",3,Per capita personal income (dollars) 2/,35335
18107,"Montgomery, IN",1,Personal income (thousands of dollars),1456146
18107,"Montgomery, IN",2,Population (persons) 1/,38227
18107,"Montgomery, IN",3,Per capita personal income (dollars) 2/,38092
18109,"Morgan, IN",1,Personal income (thousands of dollars),2737115
18109,"Morgan, IN",2,Population (persons) 1/,69648
18109,"Morgan, IN",3,Per capita personal income (dollars) 2/,39299
18111,"Newton, IN",1,Personal income (thousands of dollars),524419
18111,"Newton, IN",2,Population (persons) 1/,14008
18111,"Newton, IN",3,Per capita personal income (dollars) 2/,37437
18113,"Noble, IN",1,Personal income (thousands of dollars),1698229
18113,"Noble, IN",2,Population (persons) 1/,47733
18113,"Noble, IN",3,Per capita personal income (dollars) 2/,35578
18115,"Ohio, IN",1,Personal income (thousands of dollars),215952
18115,"Ohio, IN",2,Population (persons) 1/,5938
18115,"Ohio, IN",3,Per capita personal income (dollars) 2/,36368
18117,"Orange, IN",1,Personal income (thousands of dollars),653003
18117,"Orange, IN",2,Population (persons) 1/,19605
18117,"Orange, IN",3,Per capita personal income (dollars) 2/,33308
18119,"Owen, IN",1,Personal income (thousands of dollars),715637
